,code,foreign_holding,foreign_room_growth,sum_foreign_net_buy_3,close,close_pct_change_5,momentum_5,volatility_5,volume,vol_MA5,volume_change_3,sharpe,sortino,price_growth_5,foreign_holding_growth,avg_volume_5
24,BCE,999654.0,0.021562427827181763,13700.0,11900.0,0.02586206896551735,300.0,238.74672772626644,337300,241034.4,-0.009537568859602774,0.20443976526265734,0.3290893175050207,0.034782608695652174,1.2815857944949103,241034.4
25,BCG,10461922.0,0.11661462803818679,1145000.0,3670.0,0.022284122562674202,80.0,36.46916505762094,3442200,6677240.0,-0.6203092942707759,-0.10007682546898192,-0.14768962176837785,0.011019283746556474,0.046364326931780275,6677240.0
26,BCM,22289923.0,-0.002366757653460061,242720.0,70400.0,0.03377386196769461,2300.0,1031.9883720275147,460200,805156.8,-0.7447959615430473,0.010110258233642234,0.013023083925149706,0.020289855072463767,-0.030128684397866867,805156.8
27,BIC,52564253.0,-0.004786898208672397,-101900.0,41300.0,0.009779951100244544,400.0,840.8329203831163,232500,198680.4,-0.07643172943620624,0.08809610956946339,0.12820271282628892,-0.031652989449003514,-0.016375664542975985,198680.4
28,BFC,1797620.0,-0.23833533888107383,-326700.0,43800.0,0.016241299303944245,700.0,413.2190702279063,474200,613250.0,-0.3559331702566624,0.053371032735823665,0.07214247458584822,0.017421602787456445,1.329368164619292,613250.0
29,BKG,122440.0,0.0,0.0,3050.0,0.02348993288590595,70.0,32.09361307176243,60000,135182.0,-0.6538035450516987,-0.025785017091698333,-0.02729914106272251,0.016666666666666666,0.7019738671114818,135182.0
30,BHN,40710555.0,4.912754998143143e-06,100.0,36100.0,-0.03475935828877008,-1300.0,512.8352561983278,8400,3021.2,8.312638580931264,0.009558123281117324,0.012198574084925915,-0.026954177897574125,-3.5935334868441055e-05,3021.2
31,BID,1225299057.0,-0.0023140233822858125,1537681.0,39050.0,0.044117647058823595,1650.0,664.2665127793211,11787200,7799229.4,0.872127907986959,0.017518964224685397,0.02116610719070544,0.024934383202099737,0.2778159375483431,7799229.4
32,BMI,40250189.0,0.00030120729700033877,27920.0,20650.0,0.0024271844660195274,50.0,54.772255750480475,246300,226036.2,0.5870152129229302,0.008336445465221609,0.010300179279033353,0.0024271844660194173,0.015419264645651245,226036.2
33,BMC,624421.0,-0.019473259403726684,-900.0,18050.0,0.02556818181818188,450.0,130.38404810405476,55700,91987.0,-0.30434130988659636,-0.01936205021404968,-0.03065373416462867,-0.005509641873278237,-0.04883034744553122,91987.0
34,BMP,70219224.0,-0.0013409939944118987,-21189.0,141400.0,-0.013258897418004234,-1900.0,784.219357067924,47500,76396.6,-0.6619602038202055,0.045439681598035575,0.06973391226300059,-0.008415147265077139,0.016884038531091734,76396.6
35,BRC,191510.0,0.03569303985722794,0.0,13800.0,0.03626943005181338,483.0,163.9521271591173,10400,39615.0,-0.7469032148158965,0.02689064383664821,0.03361002952681271,0.029159519725557463,0.1342624125656683,39615.0
36,BSR,11705093.0,-0.01418285251020912,-247900.0,20600.0,0.035175879396984966,700.0,417.73197148410844,11238500,14267855.4,-0.2623934117952209,-0.02015892776560469,-0.027275417652855977,0.04834605597964377,-0.3273981069380819,14267855.4
37,BTT,662943.0,,662943.0,40300.0,0.007500000000000062,300.0,134.16407864998737,2000,400.4,,0.005315150685609288,0.0053662391643651795,0.0563564875491481,0.0,402.2
38,BSI,89061593.0,-0.003414915742789515,-178069.0,48000.0,0.044613710554951114,2050.0,967.3417183188035,1647100,1988046.2,-0.23222394020007575,0.038515137367003315,0.05431122409337523,0.04918032786885246,-0.025074160250946196,1988046.2
39,BTP,5058180.0,-0.015032967375345208,-37500.0,11500.0,-0.021276595744680882,-250.0,115.10864433221339,49700,53186.6,0.1244343891402715,-0.014945958981828536,-0.015463210711386002,-0.02127659574468085,-0.025534029961161456,53186.6
40,BVH,201258160.0,-0.007449723596682167,-725941.0,51000.0,0.02822580645161299,1400.0,662.7593831851798,425200,726296.0,-0.6249614112458655,0.007805420850642258,0.010591662649611821,0.029263370332996974,0.018131212938080114,726296.0
41,BWE,19538983.0,0.00044730617078214685,77400.0,49950.0,0.05491024287222812,2600.0,1126.1660623549276,118800,308043.4,-0.8211123558960645,0.04554885319937261,0.07294924954385297,0.048268625393494226,-0.23159068378302955,308043.4
42,C32,156971.0,0.0,0.0,18000.0,0.02857142857142847,500.0,54.772255750516614,4400,9529.2,-0.5662888122227698,0.024656661439797823,0.020777410507813267,0.00558659217877095,-0.02929954424305388,9529.2
43,C47,16323.0,,16323.0,9350.0,0.13470873786407767,1110.0,391.6248204595822,89000,433380.6,-0.8051898304713749,0.15705949455924734,0.23007608938549282,0.3022284122562674,0.0,77730.4
44,CCI,417550.0,,417550.0,24000.0,0.0,0.0,0.0,100,2083.8,,0.036081162570010414,0.04573423934722043,0.09090909090909091,0.0,1141.4
45,CDC,79999.0,-0.17440840462749874,200.0,19100.0,-0.04500000000000004,-900.0,291.5475947422674,166600,162316.6,0.13479235207171114,0.11837665186408987,0.21178254721813197,-0.015463917525773196,-0.2182329890258084,162316.6
46,CCL,1298618.0,0.10013402032161478,125000.0,7460.0,0.03038674033149169,220.0,89.27485648266257,387200,443491.4,-0.27616697511823973,-0.048698119589589355,-0.060222075708276535,0.03038674033149171,0.3187634301591106,443491.4
47,CHP,5405477.0,,5405477.0,33850.0,-0.013119533527696792,-450.0,246.47515087733515,33300,61841.4,-0.30059648828026553,0.022403092603903364,0.024917334651345466,-0.013119533527696793,-0.030177565007803647,12129.0
48,CII,21281364.0,-0.16928445000162384,700358.0,15400.0,0.07048519393855135,1014.0,411.5734442356555,23393600,29302287.2,-0.39210555768304634,0.07600873899701106,0.10385946845355681,0.041878086732968,0.2885672897814202,29302287.2
49,CIG,11413.0,,11413.0,9300.0,0.09411764705882364,800.0,344.8912872196107,104700,192568.8,-0.3898068012938194,0.04378346656737003,0.06578812559638493,0.18773946360153257,0.0,375642.4
50,CKG,22216.0,,22216.0,14900.0,0.05673758865248235,800.0,396.2322551231783,197600,319728.6,-0.5869237104953988,-0.027350920020140515,-0.04176234173979567,0.06428571428571428,0.42510744755917634,143986.0
51,CLC,543036.0,-0.0025714684554291045,-900.0,50900.0,0.013944223107569709,700.0,527.2570530585649,700,1420.2,-0.631578947368421,0.02515298314516567,0.030143361224816704,0.015968063872255488,-0.03679278582565154,1420.2
52,CLL,1493699.0,-0.4173672800235284,0.0,34000.0,0.0,0.0,168.0773631397161,118600,58516.6,6.529202640934485,-0.018884854294699004,-0.023661826095574403,0.0,-0.5760873606290837,58516.6
53,CLW,533290.0,0.000938456052103076,300.0,52200.0,0.20693641618497116,8950.0,2622.975409720799,1203,402.4,5.015,0.08571387039045969,0.06536613662392982,0.12987012987012986,-0.14398304948715068,402.4
54,CMG,77524080.0,-0.0019298483472823813,86400.0,40250.0,0.01385390428211597,550.0,451.3867521316947,1031100,1360718.8,-0.35051028185497946,-0.04345872916857514,-0.06198669177224338,0.020278833967046894,0.15079167390821713,1360718.8
55,CMV,6903.0,,6903.0,8050.0,0.011306532663316604,90.0,95.81231653602788,3500,1068.2,2.755364806866953,-0.018662194851690586,-0.02009948180582793,-0.05737704918032787,0.0,2583.4
56,CMX,18811012.0,0.004802065176470194,63900.0,7380.0,0.010958904109588996,80.0,59.329587896765304,428300,697492.4,-0.6134061329691547,-0.01091050034282746,-0.012981599231770082,-0.002702702702702703,0.06357284824807992,697492.4
57,CNG,730365.0,-0.007743881314829504,-500.0,29700.0,0.03125,900.0,134.16407864998737,6000,53356.6,-0.8705389893410435,-0.004522609210181527,-0.005264749831928086,0.005076142131979695,-0.2421752190627383,53356.6
58,CRC,45261.0,,45261.0,12400.0,0.09734513274336276,1100.0,354.25979167836704,512000,1292329.0,-0.5592791114653711,0.2283074777589273,0.413553179101359,0.3724405091311566,0.10177702044790653,1031815.6
59,COM,22720.0,0.0,0.0,32800.0,-0.0060606060606061,-200.0,89.44271909997597,200,43.4,99.0,0.05316237441339282,0.07034823100245041,-0.006060606060606061,-0.19971821063754844,43.4
60,CSM,1026428.0,-0.31238109019191707,1200.0,13200.0,0.0,0.0,111.80339887498363,296700,672453.0,-0.5798230073456625,-0.0288775812313606,-0.03995479888312482,0.0038022813688212928,-0.1593415458553409,672453.0
61,CRE,18316026.0,0.00446634812178881,82642.0,9710.0,0.103409090909091,910.0,422.93025429732495,1049000,930716.0,3.3591182031623346,0.10603469930470104,0.14039044870893452,0.08008898776418243,-0.018279085772356415,930716.0
62,CSV,1970963.0,-0.30005010897192086,207200.0,35800.0,0.004207573632538653,150.0,236.1143790623736,1091900,1576110.4,-0.4326056128342646,-0.05341378699004499,-0.07355197660279482,-0.001394700139470014,-0.4623309522867731,1576110.4
63,CTD,49732258.0,-0.009203608399101504,207817.0,81700.0,0.03811944091486663,3000.0,1091.7875251164944,626200,912764.2,-0.48408847116514275,0.05688743191988153,0.08031122376249858,0.03156565656565657,-0.020638693783141916,912764.2
64,CTF,649605.0,-0.1522892320942706,-56700.0,21700.0,-0.011389521640091105,-250.0,41.83300132670378,108000,251593.0,-0.6488661302121435,0.0026402891372989392,0.0034571067159144563,-0.0045871559633027525,-0.7859443354110457,251593.0
65,CTG,1454768237.0,-0.006838075971097868,-6675176.0,47100.0,0.07534246575342474,3300.0,1015.8740079360235,10773500,15717723.2,-0.4446509788493649,0.09161916905388462,0.10489568762764473,0.01948051948051948,0.0014051718816309993,15717723.2
66,CTR,9239264.0,-0.10142561817894646,-768500.0,92400.0,-0.027368421052631597,-2600.0,1380.9417076763234,269700,846185.0,-0.8143069697885633,-0.07202934214239294,-0.1005308201708767,-0.007518796992481203,-0.20655492799127073,846185.0
67,CVT,165803.0,0.0,0.0,28500.0,-0.008695652173912993,-250.0,246.47515087732475,300,231.8,-0.54337899543379,0.05144296965830896,0.046796479439419426,-0.008695652173913044,0.0,231.8
68,CTI,1239840.0,-0.3600297314875035,78000.0,27200.0,0.054263565891472965,1400.0,1107.5874683292511,1210800,2436233.2,-0.2628521436525104,0.11331360983519467,0.17720739563748625,0.07722772277227723,0.2562211234497852,2436233.2
69,CTS,4093107.0,-0.056814984566781024,446310.0,41500.0,0.04930467762326174,1950.0,796.8688725254638,2843300,4138052.8,-0.1531766523002841,0.15770882696690314,0.22663847430308015,0.024691358024691357,5.79073212896247,4138052.8
70,D2D,878301.0,0.08619826094699357,57900.0,38000.0,0.01740294511378848,650.0,139.64240043764607,125300,162447.6,-0.5207881562391241,0.16726079066353639,0.19411854671420253,0.007957559681697613,4.15310870037139,162447.6
71,DAH,3030.0,,3030.0,3440.0,0.023809523809523725,80.0,24.08318915758429,407200,239207.0,0.9396849441006807,-0.011229485643989562,-0.012314639145216555,0.023809523809523808,0.0,189780.6
72,DAT,5502.0,,5502.0,7420.0,-0.04871794871794877,-380.0,153.52524222420234,100,1773.6,32.333333333333336,0.0022319407440077594,0.002525574862345849,-0.019815059445178335,0.0,2338.8
73,DBD,14628709.0,-0.00021870010263180806,1700.0,55000.0,-0.0036231884057971175,-200.0,181.6590212458838,22600,71275.2,-0.7838375529645819,-0.006233951381985109,-0.007686116632012105,-0.009009009009009009,0.04228740073972599,71275.2
74,DBT,238133.0,,238133.0,12400.0,-0.027450980392156876,-350.0,160.4680653588121,1100,2945.6,10.827956989247312,0.015056260910469002,0.017100766706726292,0.05084745762711865,0.0,14065.6
75,DBC,21540741.0,-0.02755965461226717,941460.0,34750.0,0.038863976083707064,1300.0,432.145808726638,6477500,8916010.0,-0.34585507925479486,0.07191820188217889,0.09301444904466584,0.017569546120058566,-0.24316093467463276,8916010.0
76,DC4,902070.0,-0.3849956025825453,-362100.0,12900.0,-0.06521739130434778,-900.0,147.47881203752863,716000,2111290.2,-0.7041965258790858,0.04489162794730217,0.06505534189099003,0.0,0.016965776458505492,2111290.2
77,DCL,783363.0,,783363.0,22100.0,0.03512880562060894,750.0,108.39741694339399,74900,393730.8,-0.8644964387348417,-0.03168334678778108,-0.043148392049388626,-0.2078853046594982,-0.009520883355902758,367281.2
78,DCM,27089920.0,-0.03106738347147009,-23800.0,36550.0,0.01810584958217265,650.0,349.2849839316035,3056700,5751030.8,-0.4533931220556868,0.03899897476968462,0.05182247806190979,0.005502063273727648,-0.1174444765381255,5751030.8
79,DGC,56682295.0,-0.007004243290787859,33000.0,103800.0,0.022660098522167438,2300.0,925.7429448826493,1286800,1751176.0,-0.38390885604686664,-0.029292366377130844,-0.038543328091518635,-0.0009624639076034649,-0.1698280904856602,1751176.0
80,DGW,57448513.0,-0.01568065585430556,-293444.0,44400.0,0.026589595375722475,1150.0,915.4233993076697,966400,1785487.4,-0.37094718534015325,0.036887312603462064,0.051810835109920905,0.03255813953488372,0.321041093788711,1785487.4
81,DHG,70433350.0,0.0005682354938356671,13000.0,102200.0,0.0059055118110236116,600.0,465.83258795404964,14300,20750.0,-0.6437113813035679,0.03238921505250545,0.04545605909794984,0.011881188118811881,0.0027749762096083,20750.0
82,DHA,1587622.0,0.011081235646934084,21500.0,48250.0,0.04099244875943908,1900.0,662.7593831851813,61400,113961.6,-0.4787952870870259,0.06430448858853946,0.09744791953804718,0.015789473684210527,0.05606878587032006,113961.6
83,DIG,33436218.0,-0.05732618218578012,950000.0,21750.0,0.0023041474654377225,50.0,452.2167621837974,13679700,25533280.6,-0.6565027674355975,0.05975721953306005,0.08279633392262827,-0.013605442176870748,0.29276672042075963,25533280.6
84,DHM,45580.0,,45580.0,6630.0,-0.003007518796992459,-20.0,37.815340802378074,1800,9836.4,-0.8217115689381933,-0.059157200108782684,-0.07769207160291372,-0.025,0.0,10384.0
85,DHC,34429331.0,0.0012767034968967916,145300.0,31550.0,0.06408094435075884,1900.0,302.90262461722574,360900,494308.2,-0.26920685961441504,0.021215249489123286,0.02725191089925153,0.017741935483870968,0.04158611083429734,494308.2
86,DLG,24057827.0,0.040179817763578374,1069600.0,3440.0,0.03614457831325302,120.0,112.16059914247963,3431600,11210547.0,-0.8713201697121818,0.13495442577948288,0.23062235270544926,-0.030985915492957747,4.994693743401442,11210547.0
87,DMC,19699333.0,-2.8883392414802422e-05,-350.0,63200.0,0.011200000000000099,700.0,678.2329983125268,10800,6078.0,-0.0810074880871341,-0.03267462632136057,-0.04852700666295834,0.009584664536741214,0.0025439013316829306,6078.0
88,DPG,4372141.0,-0.10506728051776693,-51580.0,45950.0,0.017718715393133966,800.0,1012.793167433516,1103700,2285563.2,-0.5796898456082786,0.13565310858089213,0.2045446991023402,0.03724604966139955,0.07223522689232256,2285563.2
89,DPM,32915315.0,0.020143258789566687,266080.0,41850.0,0.05681818181818188,2250.0,362.973828257633,3238800,5461668.8,-0.5205385458852516,0.08326734052428555,0.1096342172850876,0.008433734939759036,-0.032112303891774045,5461668.8
90,DRC,4215534.0,,4215534.0,17200.0,0.0117647058823529,200.0,182.34582528809415,404300,560449.8,-0.35498898392019285,-0.06308562034689971,-0.07614786764690008,0.09876070014053916,-0.6028604743421485,752476.0
91,DQC,200374.0,-0.009882692440728591,-1100.0,12300.0,0.008196721311475308,100.0,192.35384061671346,5700,29786.0,-0.8910737831794989,0.008413684953988174,0.012378403635173117,-0.016,-0.046205987214455374,29786.0
92,DPR,3055960.0,-0.0762636552145236,-228500.0,40050.0,0.024296675191815886,950.0,272.48853186877426,445900,687287.6,-0.4545218778442176,0.022798677546298562,0.02859336312258182,0.011363636363636364,-0.2717988994869165,687287.6
93,DRH,1972942.0,0.11255584089250692,226600.0,3450.0,0.05828220858895716,190.0,98.5900603509299,890500,1218119.0,-0.4080913021659006,0.14415884380511268,0.2222342862281402,0.07476635514018691,0.33088913833019434,1218119.0
