,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
2852,BHI,UPCOM,STOCK,Bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,UPX
2853,BHH,UPCOM,STOCK,Habeco Trading 89,Công ty Cổ Phần Thương Mại Bia Hà Nội - Hưng Yên 89,UPX
2854,BHG,UPCOM,STOCK,Chè Biển Hồ,Công ty Cổ phần Chè Biển Hồ,UPX
2855,BHC,UPCOM,STOCK,Bê tông Biên Hòa,Công ty Cổ phần Bê tông Biên Hòa,UPX
2856,BHA,UPCOM,STOCK,Thủy điện Bắc Hà,Công ty Cổ phần Thủy điện Bắc Hà,UPX
2857,BGW,UPCOM,STOCK,Nước sạch Bắc Giang,Công ty Cổ phần Nước sạch Bắc Giang,UPX
2858,BGE,UPCOM,STOCK,BCG Energy,Công ty Cổ phần BCG Energy,UPX
2859,BFC,HSX,STOCK,Phân bón Bình Điền,Công ty Cổ phần Phân bón Bình Điền,STO
2860,BEL,UPCOM,STOCK,Điện tử Biên Hoà,Công ty Cổ phần Điện tử Biên Hòa,UPX
2861,BED,HNX,STOCK,Sách Đà Nẵng,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,STX
2862,BDW,UPCOM,STOCK,Cấp thoát nước Bình Định,Công ty Cổ phần Cấp thoát nước Bình Định,UPX
2863,BDT,UPCOM,STOCK,VLXD Đồng Tháp,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,UPX
2864,BDG,UPCOM,STOCK,May mặc Bình Dương,Công ty Cổ phần May mặc Bình Dương,UPX
2865,BDB,HNX,STOCK,Sách Bình Định,Công ty Cổ phần Sách và Thiết bị Bình Định,STX
2866,BCV,UPCOM,STOCK,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Công ty Cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,UPX
2867,BCR,UPCOM,STOCK,BCG Land,Công ty Cổ phần BCG Land,UPX
2868,BCP,UPCOM,STOCK,Dược Enlie,Công ty Cổ phần Dược Enlie,UPX
2869,BCO,DELISTED,STOCK,Xây dựng Bình Phước,Công ty Cổ phần Xây dựng Bình Phước,
2870,BCM,HSX,STOCK,Becamex IDC,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,STO
2872,BCG,HSX,STOCK,Bamboo Capital,Công ty Cổ phần Tập đoàn Bamboo Capital,STO
2873,BCF,HNX,STOCK,Thực phẩm Bích Chi,Công ty Cổ phần Thực phẩm Bích Chi,STX
2874,BCE,HSX,STOCK,XD và GT Bình Dương,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,STO
2875,BCC,HNX,STOCK,Xi măng Bỉm Sơn,Công ty Cổ phần Xi măng Bỉm Sơn,STX
2876,BCB,UPCOM,STOCK,Công ty 397,Công ty Cổ phần 397,UPX
2877,BCA,UPCOM,STOCK,Công ty B.C.H,Công ty cổ phần B.C.H,UPX
2878,BBT,UPCOM,STOCK,Bông Bạch Tuyết,Công ty Cổ phần Bông Bạch Tuyết,UPX
2879,BBS,HNX,STOCK,Bao bì Xi măng Bút Sơn,Công ty Cổ phần VICEM Bao bì Bút Sơn,STX
2880,BBM,UPCOM,STOCK,Bia Hà Nội - Nam Định,Công ty Cổ phần Bia Hà Nội - Nam Định,UPX
2881,BBH,UPCOM,STOCK,Bao bì Hoàng Thạch,Công ty Cổ phần Bao bì Hoàng Thạch,UPX
2882,BBC,HSX,STOCK,Bánh kẹo BIBICA,Công ty Cổ phần Bibica,STO
2883,BAX,HNX,STOCK,Công ty Thống Nhất,Công ty Cổ phần Thống Nhất,STX
2884,BAL,UPCOM,STOCK,Bao bì Balpac,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,UPX
2887,BAF,HSX,STOCK,Nông nghiệp BAF Việt Nam,Công ty Cổ phần Nông nghiệp BAF Việt Nam,STO
2903,BAB,HNX,STOCK,Ngân hàng Bắc Á,Ngân hàng Thương mại Cổ phần Bắc Á,STX
2904,B82,DELISTED,STOCK,Công ty 482,Công ty Cổ phần 482,
2905,AVG,UPCOM,STOCK,Phân Bón Quốc Tế Âu Việt,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,UPX
2906,AVF,UPCOM,STOCK,Thủy sản Việt An,Công ty Cổ phần Việt An,UPX
2907,AVC,UPCOM,STOCK,Thủy điện A Vương,Công ty Cổ phần Thủy điện A Vương,UPX
2908,AUM,DELISTED,STOCK,Vinacafe Sơn Thành,Công ty Cổ phần Vinacafe Sơn Thành,
2909,ATS,HNX,STOCK,Tập đoàn Đầu tư ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,STX
2910,ATG,UPCOM,STOCK,An Trường An,Công ty Cổ phần An Trường An,UPX
2911,ATB,UPCOM,STOCK,Công ty An Thịnh,Công ty Cổ phần An Thịnh,UPX
2912,ATA,UPCOM,STOCK,NTACO,Công ty Cổ phần NTACO,UPX
2913,AST,HSX,STOCK,Dịch vụ Hàng không Taseco,Công ty Cổ phần Dịch vụ Hàng không Taseco,STO
2914,ASP,HSX,STOCK,Dầu khí An Pha,Công ty Cổ phần Tập đoàn Dầu khí An Pha,STO
2915,ASM,HSX,STOCK,Tập đoàn Sao Mai,Công ty Cổ phần Tập đoàn Sao Mai,STO
2916,ASG,HSX,STOCK,Tập đoàn ASG,Công ty Cổ phần Tập đoàn ASG,STO
2917,ASA,UPCOM,STOCK,Hàng tiêu dùng ASA,Công ty Cổ phần ASA,UPX
2918,ART,UPCOM,STOCK,Chứng khoán BOS,Công ty Cổ phần Chứng khoán BOS,UPX
2919,ARM,HNX,STOCK,XNK Hàng không,Công ty Cổ phần Xuất nhập khẩu Hàng không,STX
2920,APT,UPCOM,STOCK,Thủy hải sản Sài Gòn,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,UPX
2921,APS,HNX,STOCK,CK Châu Á - TBD,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,STX
2922,APP,UPCOM,STOCK,Phụ gia và SP Dầu mỏ,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,UPX
2923,APL,UPCOM,STOCK,Cơ khí và Thiết bị áp lực - VVMI,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,UPX
2924,API,HNX,STOCK,Đầu tư Châu Á - Thái Bình Dương,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,STX
2925,APH,HSX,STOCK,Tập đoàn An Phát Holdings,Công ty Cổ phần Tập đoàn An Phát Holdings,STO
2926,APG,HSX,STOCK,Chứng khoán APG,Công ty Cổ phần Chứng khoán APG,STO
2927,APF,UPCOM,STOCK,Nông sản Quảng Ngãi,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,UPX
2928,APC,UPCOM,STOCK,Chiếu xạ An Phú,Công ty Cổ phần Chiếu xạ An Phú,UPX
2929,ANV,HSX,STOCK,Thủy sản Nam Việt,Công ty Cổ phần Nam Việt,STO
2930,ANT,UPCOM,STOCK,Rau quả thực phẩm An Giang,Công ty Cổ phần Rau quả Thực phẩm An Giang,UPX
2931,AMV,HNX,STOCK,Dược-TB Y tế Việt Mỹ,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,STX
2932,AMS,UPCOM,STOCK,Xây dựng AMECC,Công ty Cổ phần Cơ khí Xây dựng AMECC,UPX
2933,AMP,UPCOM,STOCK,Armephaco,Công ty Cổ phần Armephaco,UPX
2934,AME,HNX,STOCK,Cơ điện Alphanam,Công ty cổ phần Alphanam E&C,STX
2935,AMD,UPCOM,STOCK,FLC Stone,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,UPX
2936,AMC,HNX,STOCK,Khoáng sản Á Châu,Công ty Cổ phần Khoáng sản Á Châu,STX
2937,ALV,UPCOM,STOCK,Tập đoàn MCST,Công ty Cổ phần Tập đoàn MCST,UPX
2938,ALT,HNX,STOCK,Văn hóa Tân Bình,Công ty Cổ phần Văn hóa Tân Bình,STX
2939,AIG,UPCOM,STOCK,Nguyên liệu Á Châu AIG,Công ty Cổ phần Nguyên liệu Á Châu AIG,UPX
2940,AIC,UPCOM,STOCK,Bảo hiểm DBV,Công ty Cổ phần Tập đoàn Bảo hiểm DBV,UPX
2941,AGX,UPCOM,STOCK,Nông sản Xuất khẩu Sài Gòn,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,UPX
2942,AGR,HSX,STOCK,Agriseco,Công ty Cổ phần Chứng khoán AGRIBANK,STO
2943,AGP,UPCOM,STOCK,Dược phẩm AGIMEXPHARM,Công ty Cổ phần Dược phẩm AGIMEXPHARM,UPX
2944,AGM,UPCOM,STOCK,XNK An Giang,Công ty Cổ phần Xuất nhập khẩu An Giang,UPX
2945,AGG,HSX,STOCK,Bất động sản An Gia,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,STO
2946,AGF,UPCOM,STOCK,Thủy sản An Giang,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,UPX
2947,AGE,DELISTED,STOCK,Môi trường Đô thị An Giang,Công ty Cổ phần Môi trường Đô thị An Giang,
2948,AG1,UPCOM,STOCK,28.1 JSC,Công ty Cổ phần 28.1,UPX
2949,AFX,UPCOM,STOCK,XNK Nông sản Thực phẩm An Giang,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,UPX
2950,ADS,HSX,STOCK,Dệt sợi DAMSAN,Công ty Cổ phần DAMSAN,STO
2951,ADP,HSX,STOCK,Sơn Á Đông,Công ty Cổ phần Sơn Á Đông,STO
2952,ADG,HSX,STOCK,Clever Group,Công ty Cổ phần Clever Group,STO
2953,ADC,HNX,STOCK,Mĩ thuật và Truyền thông,Công ty Cổ phần Mĩ thuật và Truyền thông,STX
2954,ACV,UPCOM,STOCK,Cảng Hàng không VN,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,UPX
2955,ACS,UPCOM,STOCK,Xây lắp Thương mại 2,Công ty Cổ phần Xây lắp Thương mại 2,UPX
2956,ACM,UPCOM,STOCK,Tập đoàn Khoáng sản Á Cường,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,UPX
2957,ACL,HSX,STOCK,Thủy sản CL An Giang,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,STO
2958,ACG,HSX,STOCK,Gỗ An Cường,Công ty Cổ phần Gỗ An Cường,STO
2959,ACE,UPCOM,STOCK,Bê tông An Giang,Công ty Cổ phần Bê tông ly tâm An Giang,UPX
2960,ACC,HSX,STOCK,Đầu tư và XD Bình Dương ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,STO
2961,ACB,HSX,STOCK,ACB,Ngân hàng Thương mại Cổ phần Á Châu,STO
2962,ABW,UPCOM,STOCK,Chứng khoán An Bình,Công ty Cổ phần Chứng khoán An Bình,UPX
2963,ABT,HSX,STOCK,Thủy sản Bến Tre,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,STO
2964,ABS,HSX,STOCK,DV Nông nghiệp Bình Thuận,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,STO
2965,ABR,HSX,STOCK,Đầu tư Nhãn Hiệu Việt,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,STO
2966,ABI,UPCOM,STOCK,BH NH Nông Nghiệp,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,UPX
2967,ABC,UPCOM,STOCK,Truyền thông VMG,Công ty Cổ phần Truyền thông VMG,UPX
2968,ABB,UPCOM,STOCK,Ngân hàng An Bình,Ngân hàng Thương mại Cổ phần An Bình,UPX
2969,AAV,HNX,STOCK,Việt Tiên Sơn Địa ốc,Công ty Cổ phần AAV Group,STX
2970,AAT,HSX,STOCK,Tập đoàn Tiên Sơn Thanh Hóa,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,STO
2971,AAS,UPCOM,STOCK,Chứng khoán SmartInvest,Công ty Cổ phần Chứng khoán SmartInvest,UPX
2972,AAM,HSX,STOCK,Thủy sản Mekong,Công ty Cổ Phần Thủy Sản MeKong,STO
2973,AAH,UPCOM,STOCK,Than Hợp Nhất,Công ty Cổ phần Hợp Nhất,UPX
2974,AAA,HSX,STOCK,An Phát Bioplastics,Công ty Cổ phần Nhựa An Phát Xanh,STO
2975,A32,UPCOM,STOCK,Công ty 32,Công ty Cổ phần 32,UPX
